authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Sebti Mouelhi	software engineering	formal methods	embedded systems
Nicola Greggio	artificial intelligence	computer vision	robotics
Vicente Arévalo	computer vision	robotics	remote sensing
Dan Tsafrir	computer systems	operating systems	virtualization
Shivnarayan Patidar	signal processing	image processing	pattern recognition
Albrecht Schmidt	human computer interaction	internet of things	ubiquitous computing
Andreas Nüchter	robotics	automation	machine vision
Vamsi K. Ithapu	machine learning	neuroimaging	statistical learning
Jinyang Gao	machine learning	databases	distributed systems
Pravesh Biyani	signal processing	communications	pattern recognition
Joanna Polanska	bioinformatics	data mining	statistics
Sameera Poduri	machine learning	robotics	mobile computing
Duke Gledhill	computer vision	computer graphics	usability
Primal Pappachan	information systems	mobile computing	privacy
Adrián Bresó	artificial intelligence	biomedical informatics	medical informatics
Sateesh Kumar Peddoju	cloud computing	mobile computing	security
Csaba Attila Boer	simulation	distributed systems	modeling
Yakup Kutlu	artificial intelligent	signal processing	machine learning
Mojtaba Ahmadieh Khanesar	fuzzy control	particle swarm optimization	sliding mode control
Christian Drescher	computational logic	answer set programming	constraint programming
Adrian Klein	software engineering	algorithms	optimization
Zenun Kastrati	semantic web	ontologies	text mining
Adel Akbarimajd	robotics	artificial intelligence	control systems
Mohammad Mehdi Homayounpour	speech processing	natural language processing	signal processing
Lianghong Xu	cloud computing	storage systems	distributed systems
Rumana Nazmul	artificial intelligence	computational biology	evolutionary computation
Bassam Haddad	artificial intelligence	medical informatics	data mining
L. Mahadevan	applied mathematics	physics	engineering
Yoshihiro Oyama	operating systems	computer security	parallel
Ephraim Zehavi	communication system	game theory	resource allocation
Christopher Kwan	human computer interaction	assistive technology	computer vision
Vivek Vaidya	image processing	pattern recognition	machine learning
András Micsik	semantic web	web services	linked data
Nova Ahmed	cloud computing	mobile computing	health care
Benjamin Bedwell	human computer interaction	user experience	location based services
Yong Zhuang	machine learning	data mining	recommender systems
Joonsang Baek	cryptography	computer security	network security
Minyi Guo	parallel computing	compiler optimization	pervasive computing
Ke Mao	animation	games	medical imaging
Luce Morin	image processing	computer vision	video compression
C. V. Jiji	image processing	signal processing	computer vision
Jaehan Koh	medical image processing	computer vision	pattern recognition
Marcel William Rocha da Silva	computer networks	wireless networks	routing
Anderson Maciel	computer animation	simulation	user interfaces
Adithya Rajan	wireless communications	information theory	statistics
Erisa Karafili	security	formal methods	static analysis
Mangal Sain	wireless sensor network	cloud computing	middleware
Harin Sellahewa	artificial intelligence	biometrics	computer vision
Georgiana Ifrim	machine learning	data mining	information extraction
Vito Giovanni Castellana	embedded systems	high level synthesis	high performance computing
Jun Qi	machine learning	pattern recognition	computer vision
Mitko Bogdanoski	cyber security	telecommunications	wireless communications
Georgia Albuquerque	computer graphics	information visualization	visual analytics
Jiangwei Huang	game theory	wireless networking	smart grid
Genki Ichinose	agent based modeling	computational social science	artificial life
Amir Ali Ahmadi	optimization	dynamical systems	applied mathematics
Patrick Gallinari	machine learning	information retrieval	deep learning
Sudarsun Kannan	operating systems	fault tolerance	high performance computing
Daniele Magazzeni	artificial intelligence	planning	model checking
José Neira	robotics	computer vision	machine learning
Shubhomoy Das	machine learning	artificial intelligence	computer science
Huaizu Jiang	computer vision	machine learning	artificial intelligence
Marta Marrón	artificial intelligence	embedded systems	robotics
Pierluigi Rea	mechanical design	robotics	automation
Nigam Shah	ontology	data mining	medical informatics
Mallikarjun Shankar	middleware	sensor networks	healthcare
Matthias Budde	ubiquitous computing	mobile computing	human computer interaction
César A. F. De Rose	parallel	distributed processing	resource management
Hemanta Kumar Pati	computer networks	mobile computing	distributed systems
Marcelo Mendoza	online social networks	information retrieval	sentiment analysis
Wajdi Louati	network architectures	network management	big data
Odorico Machado Mendizabal	distributed systems	fault tolerance	model checking
Michel Ballings	decision support systems	data mining	text mining
Leila Esmaeili	social network analysis	recommender systems	data mining
Abdul Rauf Baig	machine learning	artificial intelligence	computational intelligence
Paul Curzon	formal methods	human computer interaction	computer science education
Issei Fujishiro	visualization	computer graphics	virtual reality
Suranjan Ganguly	face recognition	image processing	pattern recognition
Luís Fernando Costa	power systems	dynamical systems	nonlinear systems
Zhengyu Su	computer vision	machine learning	pattern recognition
Golnaz Vahedi	systems biology	immunology	machine learning
Bhojan Anand	networking	internet of things	cloud computing
Jürgen Hahn	modeling	optimization	systems biology
Tolga Tasdizen	image processing	pattern recognition	machine learning
Nasr Makni	medical imaging	computer vision	image processing
Marjan Alirezaie	artificial intelligence	reasoning	semantic web
Shizhen Zhao	computational intelligence	machine learning	evolutionary algorithm
Martina Lindorfer	computer security	systems security	security
Krisztián Balázs	soft computing	artificial intelligence	operations research
Aditya Wagh	vehicular networking	algorithms	ad hoc networks
Malika Mahoui	data mining	text mining	machine learning
Salvador Tamarit	concurrency	program transformation	formal methods
Stamatia Rizou	distributed systems	overlay networks	cloud computing
Petros Kefalas	artificial intelligence	multi agent systems	formal methods
Daehan Kwak	mobile networks	vehicular networks	social networks
Alessandro Rizzo	complex systems	complex networks	robotics
Sumit Goswami	information extraction	machine learning	networks
Akira Tajima	machine learning	optimization	deep learning
Ronald R. Yager	computational intelligence	fuzzy logic	artificial intelligence
Mauro Cettolo	natural language processing	statistical machine translation	automatic speech recognition
Yan Luo	computer architecture	computer networks	embedded systems
Minh-Anh Tran	queueing theory	communication networks	game theory
Maziar Sanjabi	optimization	signal processing	machine learning
Xuran Zhao	biometrics	machine learning	face recognition
R. Schneider	systems biology	bioinformatics	visualization
Matti Koivisto	statistics	data analysis	power systems
Slim Abdennadher	artificial intelligence	constraint programming	crowdsourcing
Igor Dolinka	algebra	combinatorics	formal languages
Maziar Palhang	artificial intelligence	robotics	machine learning
Joel Luis Carbonera	artificial intelligence	ontology	knowledge engineering
Dariusz Ucinski	sensor networks	optimal control	robotics
Taeseon Yoon	bioinformatics	artificial intelligence	big data
Jan Prikryl	adaptive control	uncertainty	mathematical modelling
Kim Bauters	artificial intelligence	logic programming	soft computing
Sergio Bermudo	graph theory	combinatorics	discrete mathematics
Christos Pierrakeas	e learning	software engineering	artificial intelligence
Susana Vinga	bioinformatics	computational biology	medical informatics
Pauline Ong	artificial intelligence	artificial neural networks	evolutionary computing
Anne Siegel	dynamical systems	systems biology	bioinformatics
Despoina Magka	artificial intelligence	knowledge representation	reasoning
Agha Ali Raza	computer science	speech	natural language processing
Johan Himberg	data mining	machine learning	information visualization
Daqing Yi	artificial intelligence	machine learning	robotics
Youngjune Gwon	networking	machine learning	security
Schahram Dustdar	distributed systems	cloud computing	internet of things
Sean Follmer	human computer interaction	haptics	robotics
Aneesha Bakharia	deep learning	topic modelling	social network analysis
Adin Ramirez Rivera	image processing	computer vision	machine learning
Tomas Brychcin	natural language processing	machine learning	language modeling
Tomislav Rolich	optimization	genetic algorithms	artificial neural networks
Jalil Seifali Harsini	wireless communications	networking	signal processing
David J. Dorsey	wireless networks	optimization	machine learning
